PLZ	City	State	County	address
15926	Duben	Brandenburg	Landkreis Dahme-Spreewald	15926, Duben, Landkreis Dahme-Spreewald, Brandenburg
15926	Heideblick	Brandenburg	Landkreis Dahme-Spreewald	15926, Heideblick, Landkreis Dahme-Spreewald, Brandenburg
15926	Cahnsdorf	Brandenburg	Landkreis Dahme-Spreewald	15926, Cahnsdorf, Landkreis Dahme-Spreewald, Brandenburg
15926	Heideblick Falkenberg	Brandenburg	Landkreis Dahme-Spreewald	15926, Heideblick Falkenberg, Landkreis Dahme-Spreewald, Brandenburg
15926	Görlsdorf	Brandenburg	Landkreis Dahme-Spreewald	15926, Görlsdorf, Landkreis Dahme-Spreewald, Brandenburg
15926	Heideblick Langengrassau	Brandenburg	Landkreis Dahme-Spreewald	15926, Heideblick Langengrassau, Landkreis Dahme-Spreewald, Brandenburg
15926	Bersteland Reichwalde	Brandenburg	Landkreis Dahme-Spreewald	15926, Bersteland Reichwalde, Landkreis Dahme-Spreewald, Brandenburg
15926	Heideblick Wüstermarke	Brandenburg	Landkreis Dahme-Spreewald	15926, Heideblick Wüstermarke, Landkreis Dahme-Spreewald, Brandenburg
15926	Heideblick Goßmar	Brandenburg	Landkreis Dahme-Spreewald	15926, Heideblick Goßmar, Landkreis Dahme-Spreewald, Brandenburg
15926	Heideblick Bornsdorf	Brandenburg	Landkreis Dahme-Spreewald	15926, Heideblick Bornsdorf, Landkreis Dahme-Spreewald, Brandenburg
15926	Bersteland Freiwalde	Brandenburg	Landkreis Dahme-Spreewald	15926, Bersteland Freiwalde, Landkreis Dahme-Spreewald, Brandenburg
15926	Heideblick Pitschen-Pickel	Brandenburg	Landkreis Dahme-Spreewald	15926, Heideblick Pitschen-Pickel, Landkreis Dahme-Spreewald, Brandenburg
15926	Luckau	Brandenburg	Landkreis Dahme-Spreewald	15926, Luckau, Landkreis Dahme-Spreewald, Brandenburg
15926	Bersteland Niewitz	Brandenburg	Landkreis Dahme-Spreewald	15926, Bersteland Niewitz, Landkreis Dahme-Spreewald, Brandenburg
15936	Steinreich Glienig	Brandenburg	Landkreis Teltow-Fläming	15936, Steinreich Glienig, Landkreis Teltow-Fläming, Brandenburg
15936	Dahme/Mark	Brandenburg	Landkreis Teltow-Fläming	15936, Dahme/Mark, Landkreis Teltow-Fläming, Brandenburg
15936	Dahmetal	Brandenburg	Landkreis Teltow-Fläming	15936, Dahmetal, Landkreis Teltow-Fläming, Brandenburg
15936	Steinreich	Brandenburg	Landkreis Teltow-Fläming	15936, Steinreich, Landkreis Teltow-Fläming, Brandenburg
15938	Drahnsdorf	Brandenburg	Landkreis Dahme-Spreewald	15938, Drahnsdorf, Landkreis Dahme-Spreewald, Brandenburg
15938	Kasel-Golzig	Brandenburg	Landkreis Dahme-Spreewald	15938, Kasel-Golzig, Landkreis Dahme-Spreewald, Brandenburg
15938	Golßen	Brandenburg	Landkreis Dahme-Spreewald	15938, Golßen, Landkreis Dahme-Spreewald, Brandenburg
15938	Steinreich	Brandenburg	Landkreis Dahme-Spreewald	15938, Steinreich, Landkreis Dahme-Spreewald, Brandenburg
15938	Steinreich Sellendorf	Brandenburg	Landkreis Dahme-Spreewald	15938, Steinreich Sellendorf, Landkreis Dahme-Spreewald, Brandenburg
16225	Eberswalde	Brandenburg	Landkreis Barnim	16225, Eberswalde, Landkreis Barnim, Brandenburg
16227	Eberswalde	Brandenburg	Landkreis Barnim	16227, Eberswalde, Landkreis Barnim, Brandenburg
16230	Chorin	Brandenburg	Landkreis Barnim	16230, Chorin, Landkreis Barnim, Brandenburg
16230	Breydin	Brandenburg	Landkreis Barnim	16230, Breydin, Landkreis Barnim, Brandenburg
16230	Britz	Brandenburg	Landkreis Barnim	16230, Britz, Landkreis Barnim, Brandenburg
16230	Melchow	Brandenburg	Landkreis Barnim	16230, Melchow, Landkreis Barnim, Brandenburg
16230	Sydower Fließ	Brandenburg	Landkreis Barnim	16230, Sydower Fließ, Landkreis Barnim, Brandenburg
16244	Altenhof	Brandenburg	Landkreis Barnim	16244, Altenhof, Landkreis Barnim, Brandenburg
16244	Finowfurt	Brandenburg	Landkreis Barnim	16244, Finowfurt, Landkreis Barnim, Brandenburg
16247	Ziethen	Brandenburg	Landkreis Barnim	16247, Ziethen, Landkreis Barnim, Brandenburg
16247	Friedrichswalde	Brandenburg	Landkreis Barnim	16247, Friedrichswalde, Landkreis Barnim, Brandenburg
16247	Althüttendorf	Brandenburg	Landkreis Barnim	16247, Althüttendorf, Landkreis Barnim, Brandenburg
16247	Neugrimnitz	Brandenburg	Landkreis Barnim	16247, Neugrimnitz, Landkreis Barnim, Brandenburg
16247	Joachimsthal	Brandenburg	Landkreis Barnim	16247, Joachimsthal, Landkreis Barnim, Brandenburg
16248	Niederfinow	Brandenburg	Landkreis Barnim	16248, Niederfinow, Landkreis Barnim, Brandenburg
16248	Liepe	Brandenburg	Landkreis Barnim	16248, Liepe, Landkreis Barnim, Brandenburg
16248	Hohensaaten	Brandenburg	Landkreis Märkisch-Oderland	16248, Hohensaaten, Landkreis Märkisch-Oderland, Brandenburg
16248	Lunow-Stolzenhagen	Brandenburg	Landkreis Barnim	16248, Lunow-Stolzenhagen, Landkreis Barnim, Brandenburg
16248	Oderberg	Brandenburg	Landkreis Barnim	16248, Oderberg, Landkreis Barnim, Brandenburg
16248	Hohenfinow	Brandenburg	Landkreis Barnim	16248, Hohenfinow, Landkreis Barnim, Brandenburg
16248	Bölkendorf	Brandenburg	Landkreis Uckermark	16248, Bölkendorf, Landkreis Uckermark, Brandenburg
16248	Parsteinsee	Brandenburg	Landkreis Barnim	16248, Parsteinsee, Landkreis Barnim, Brandenburg
16259	Tiefensee	Brandenburg	Landkreis Barnim	16259, Tiefensee, Landkreis Barnim, Brandenburg
16259	Bad Freienwalde	Brandenburg	Landkreis Märkisch-Oderland	16259, Bad Freienwalde, Landkreis Märkisch-Oderland, Brandenburg
16259	Neuenhagen	Brandenburg	Landkreis Märkisch-Oderland	16259, Neuenhagen, Landkreis Märkisch-Oderland, Brandenburg
16259	Neulewin	Brandenburg	Landkreis Märkisch-Oderland	16259, Neulewin, Landkreis Märkisch-Oderland, Brandenburg
16259	Höhenland Steinbeck	Brandenburg	Landkreis Märkisch-Oderland	16259, Höhenland Steinbeck, Landkreis Märkisch-Oderland, Brandenburg
16259	Altglietzen	Brandenburg	Landkreis Märkisch-Oderland	16259, Altglietzen, Landkreis Märkisch-Oderland, Brandenburg
16259	Bralitz	Brandenburg	Landkreis Märkisch-Oderland	16259, Bralitz, Landkreis Märkisch-Oderland, Brandenburg
16259	Heckelberg-Brunow Heckelberg	Brandenburg	Landkreis Märkisch-Oderland	16259, Heckelberg-Brunow Heckelberg, Landkreis Märkisch-Oderland, Brandenburg
16259	Schiffmühle	Brandenburg	Landkreis Märkisch-Oderland	16259, Schiffmühle, Landkreis Märkisch-Oderland, Brandenburg
16259	Neulewin Neulewin	Brandenburg	Landkreis Märkisch-Oderland	16259, Neulewin Neulewin, Landkreis Märkisch-Oderland, Brandenburg
16259	Beiersdorf-Freudenberg Freudenberg	Brandenburg	Landkreis Märkisch-Oderland	16259, Beiersdorf-Freudenberg Freudenberg, Landkreis Märkisch-Oderland, Brandenburg
16259	Neulewin Neulietzegöricke	Brandenburg	Landkreis Märkisch-Oderland	16259, Neulewin Neulietzegöricke, Landkreis Märkisch-Oderland, Brandenburg
16259	Hohenwutzen	Brandenburg	Landkreis Märkisch-Oderland	16259, Hohenwutzen, Landkreis Märkisch-Oderland, Brandenburg
16259	Neulewin Güstebieser Loose	Brandenburg	Landkreis Märkisch-Oderland	16259, Neulewin Güstebieser Loose, Landkreis Märkisch-Oderland, Brandenburg
16259	Falkenberg	Brandenburg	Landkreis Märkisch-Oderland	16259, Falkenberg, Landkreis Märkisch-Oderland, Brandenburg
16259	Falkenberg Kruge/Gersdorf, Gersdorf	Brandenburg	Landkreis Märkisch-Oderland	16259, Falkenberg Kruge/Gersdorf, Gersdorf, Landkreis Märkisch-Oderland, Brandenburg
16259	Höhenland Leuenberg	Brandenburg	Landkreis Märkisch-Oderland	16259, Höhenland Leuenberg, Landkreis Märkisch-Oderland, Brandenburg
16259	Oderaue Mädewitz	Brandenburg	Landkreis Märkisch-Oderland	16259, Oderaue Mädewitz, Landkreis Märkisch-Oderland, Brandenburg
16259	Oderaue Mädewitz, Altmädewitz	Brandenburg	Landkreis Märkisch-Oderland	16259, Oderaue Mädewitz, Altmädewitz, Landkreis Märkisch-Oderland, Brandenburg
16259	Beiersdorf-Freudenberg Beiersdorf	Brandenburg	Landkreis Märkisch-Oderland	16259, Beiersdorf-Freudenberg Beiersdorf, Landkreis Märkisch-Oderland, Brandenburg
16259	Oderaue	Brandenburg	Landkreis Märkisch-Oderland	16259, Oderaue, Landkreis Märkisch-Oderland, Brandenburg
16259	Falkenberg Dannenberg/Mark	Brandenburg	Landkreis Märkisch-Oderland	16259, Falkenberg Dannenberg/Mark, Landkreis Märkisch-Oderland, Brandenburg
16259	Falkenberg Falkenberg/Mark	Brandenburg	Landkreis Märkisch-Oderland	16259, Falkenberg Falkenberg/Mark, Landkreis Märkisch-Oderland, Brandenburg
16259	Oderaue Neurüdnitz	Brandenburg	Landkreis Märkisch-Oderland	16259, Oderaue Neurüdnitz, Landkreis Märkisch-Oderland, Brandenburg
16259	Oderaue Wustrow, Wustrow	Brandenburg	Landkreis Märkisch-Oderland	16259, Oderaue Wustrow, Wustrow, Landkreis Märkisch-Oderland, Brandenburg
16259	Oderaue Wustrow, Neu-Wustrow	Brandenburg	Landkreis Märkisch-Oderland	16259, Oderaue Wustrow, Neu-Wustrow, Landkreis Märkisch-Oderland, Brandenburg
16259	Falkenberg Kruge/Gersdorf, Kruge	Brandenburg	Landkreis Märkisch-Oderland	16259, Falkenberg Kruge/Gersdorf, Kruge, Landkreis Märkisch-Oderland, Brandenburg
16259	Oderaue Neuküstrinchen	Brandenburg	Landkreis Märkisch-Oderland	16259, Oderaue Neuküstrinchen, Landkreis Märkisch-Oderland, Brandenburg
16259	Oderaue Neureetz	Brandenburg	Landkreis Märkisch-Oderland	16259, Oderaue Neureetz, Landkreis Märkisch-Oderland, Brandenburg
16259	Höhenland Wölsickendorf-Wollenberg, Wölsickendorf	Brandenburg	Landkreis Märkisch-Oderland	16259, Höhenland Wölsickendorf-Wollenberg, Wölsickendorf, Landkreis Märkisch-Oderland, Brandenburg
16259	Höhenland Wölsickendorf-Wollenberg, Wollenberg	Brandenburg	Landkreis Märkisch-Oderland	16259, Höhenland Wölsickendorf-Wollenberg, Wollenberg, Landkreis Märkisch-Oderland, Brandenburg
16259	Oderaue Zäckericker Loose	Brandenburg	Landkreis Märkisch-Oderland	16259, Oderaue Zäckericker Loose, Landkreis Märkisch-Oderland, Brandenburg
16259	Oderaue Wustrow	Brandenburg	Landkreis Märkisch-Oderland	16259, Oderaue Wustrow, Landkreis Märkisch-Oderland, Brandenburg
16259	Höhenland	Brandenburg	Landkreis Märkisch-Oderland	16259, Höhenland, Landkreis Märkisch-Oderland, Brandenburg
16259	Beiersdorf-Freudenberg	Brandenburg	Landkreis Märkisch-Oderland	16259, Beiersdorf-Freudenberg, Landkreis Märkisch-Oderland, Brandenburg
16259	Oderaue Altreetz	Brandenburg	Landkreis Märkisch-Oderland	16259, Oderaue Altreetz, Landkreis Märkisch-Oderland, Brandenburg
16259	Heckelberg-Brunow Brunow	Brandenburg	Landkreis Märkisch-Oderland	16259, Heckelberg-Brunow Brunow, Landkreis Märkisch-Oderland, Brandenburg
16259	Heckelberg-Brunow	Brandenburg	Landkreis Märkisch-Oderland	16259, Heckelberg-Brunow, Landkreis Märkisch-Oderland, Brandenburg
16259	Falkenberg Kruge/Gersdorf	Brandenburg	Landkreis Märkisch-Oderland	16259, Falkenberg Kruge/Gersdorf, Landkreis Märkisch-Oderland, Brandenburg
16259	Falkenberg Kruge/Gersdorf, Neugersdorf	Brandenburg	Landkreis Märkisch-Oderland	16259, Falkenberg Kruge/Gersdorf, Neugersdorf, Landkreis Märkisch-Oderland, Brandenburg
16259	Oderaue Mädewitz, Neumädewitz	Brandenburg	Landkreis Märkisch-Oderland	16259, Oderaue Mädewitz, Neumädewitz, Landkreis Märkisch-Oderland, Brandenburg
16259	Höhenland Wölsickendorf-Wollenberg	Brandenburg	Landkreis Märkisch-Oderland	16259, Höhenland Wölsickendorf-Wollenberg, Landkreis Märkisch-Oderland, Brandenburg
16269	Bliesdorf Kunersdorf	Brandenburg	Landkreis Märkisch-Oderland	16269, Bliesdorf Kunersdorf, Landkreis Märkisch-Oderland, Brandenburg
16269	Bliesdorf Metzdorf	Brandenburg	Landkreis Märkisch-Oderland	16269, Bliesdorf Metzdorf, Landkreis Märkisch-Oderland, Brandenburg
16269	Bliesdorf Bliesdorf	Brandenburg	Landkreis Märkisch-Oderland	16269, Bliesdorf Bliesdorf, Landkreis Märkisch-Oderland, Brandenburg
16269	Wriezener Höhe	Brandenburg	Landkreis Märkisch-Oderland	16269, Wriezener Höhe, Landkreis Märkisch-Oderland, Brandenburg
16269	Wriezen	Brandenburg	Landkreis Märkisch-Oderland	16269, Wriezen, Landkreis Märkisch-Oderland, Brandenburg
16269	Bliesdorf	Brandenburg	Landkreis Märkisch-Oderland	16269, Bliesdorf, Landkreis Märkisch-Oderland, Brandenburg
16278	Frauenhagen	Brandenburg	Landkreis Uckermark	16278, Frauenhagen, Landkreis Uckermark, Brandenburg
16278	Welsow	Brandenburg	Landkreis Uckermark	16278, Welsow, Landkreis Uckermark, Brandenburg
16278	Angermünde	Brandenburg	Landkreis Uckermark	16278, Angermünde, Landkreis Uckermark, Brandenburg
16278	Neukünkendorf	Brandenburg	Landkreis Uckermark	16278, Neukünkendorf, Landkreis Uckermark, Brandenburg
16278	Crussow	Brandenburg	Landkreis Uckermark	16278, Crussow, Landkreis Uckermark, Brandenburg
16278	Bruchhagen	Brandenburg	Landkreis Uckermark	16278, Bruchhagen, Landkreis Uckermark, Brandenburg
16278	Mürow	Brandenburg	Landkreis Uckermark	16278, Mürow, Landkreis Uckermark, Brandenburg
16278	Kerkow	Brandenburg	Landkreis Uckermark	16278, Kerkow, Landkreis Uckermark, Brandenburg
16278	Günterberg	Brandenburg	Landkreis Uckermark	16278, Günterberg, Landkreis Uckermark, Brandenburg
16278	Wilmersdorf	Brandenburg	Landkreis Uckermark	16278, Wilmersdorf, Landkreis Uckermark, Brandenburg
16278	Steinhöfel	Brandenburg	Landkreis Uckermark	16278, Steinhöfel, Landkreis Uckermark, Brandenburg
16278	Herzsprung	Brandenburg	Landkreis Uckermark	16278, Herzsprung, Landkreis Uckermark, Brandenburg
16278	Pinnow	Brandenburg	Landkreis Uckermark	16278, Pinnow, Landkreis Uckermark, Brandenburg
16278	Stolpe/Oder	Brandenburg	Landkreis Uckermark	16278, Stolpe/Oder, Landkreis Uckermark, Brandenburg
16278	Greiffenberg	Brandenburg	Landkreis Uckermark	16278, Greiffenberg, Landkreis Uckermark, Brandenburg
16278	Mark Landin	Brandenburg	Landkreis Uckermark	16278, Mark Landin, Landkreis Uckermark, Brandenburg
16278	Schmargendorf	Brandenburg	Landkreis Uckermark	16278, Schmargendorf, Landkreis Uckermark, Brandenburg
16278	Gellmersdorf	Brandenburg	Landkreis Uckermark	16278, Gellmersdorf, Landkreis Uckermark, Brandenburg
16278	Biesenbrow	Brandenburg	Landkreis Uckermark	16278, Biesenbrow, Landkreis Uckermark, Brandenburg
16278	Wolletz	Brandenburg	Landkreis Uckermark	16278, Wolletz, Landkreis Uckermark, Brandenburg
16278	Görlsdorf	Brandenburg	Landkreis Uckermark	16278, Görlsdorf, Landkreis Uckermark, Brandenburg
16278	Schöneberg	Brandenburg	Landkreis Uckermark	16278, Schöneberg, Landkreis Uckermark, Brandenburg
16278	Schmiedeberg	Brandenburg	Landkreis Uckermark	16278, Schmiedeberg, Landkreis Uckermark, Brandenburg
16303	Schwedt/Oder	Brandenburg	Landkreis Uckermark	16303, Schwedt/Oder, Landkreis Uckermark, Brandenburg
16306	Woltersdorf	Brandenburg	Landkreis Uckermark	16306, Woltersdorf, Landkreis Uckermark, Brandenburg
16306	Biesendahlshof	Brandenburg	Landkreis Uckermark	16306, Biesendahlshof, Landkreis Uckermark, Brandenburg
16306	Casekow	Brandenburg	Landkreis Uckermark	16306, Casekow, Landkreis Uckermark, Brandenburg
16306	Passow	Brandenburg	Landkreis Uckermark	16306, Passow, Landkreis Uckermark, Brandenburg
16306	Zichow	Brandenburg	Landkreis Uckermark	16306, Zichow, Landkreis Uckermark, Brandenburg
16306	Luckow-Petershagen	Brandenburg	Landkreis Uckermark	16306, Luckow-Petershagen, Landkreis Uckermark, Brandenburg
16306	Wartin	Brandenburg	Landkreis Uckermark	16306, Wartin, Landkreis Uckermark, Brandenburg
16306	Groß Pinnow	Brandenburg	Landkreis Uckermark	16306, Groß Pinnow, Landkreis Uckermark, Brandenburg
16306	Blumberg	Brandenburg	Landkreis Uckermark	16306, Blumberg, Landkreis Uckermark, Brandenburg
16306	Berkholz-Meyenburg	Brandenburg	Landkreis Uckermark	16306, Berkholz-Meyenburg, Landkreis Uckermark, Brandenburg
16306	Hohenselchow	Brandenburg	Landkreis Uckermark	16306, Hohenselchow, Landkreis Uckermark, Brandenburg
16306	Friedrichsthal	Brandenburg	Landkreis Uckermark	16306, Friedrichsthal, Landkreis Uckermark, Brandenburg
16306	Vierraden	Brandenburg	Landkreis Uckermark	16306, Vierraden, Landkreis Uckermark, Brandenburg
16306	Schönow	Brandenburg	Landkreis Uckermark	16306, Schönow, Landkreis Uckermark, Brandenburg
16306	Stendell	Brandenburg	Landkreis Uckermark	16306, Stendell, Landkreis Uckermark, Brandenburg
16307	Neurochlitz	Brandenburg	Landkreis Uckermark	16307, Neurochlitz, Landkreis Uckermark, Brandenburg
16307	Gartz (Oder)	Brandenburg	Landkreis Uckermark	16307, Gartz (Oder), Landkreis Uckermark, Brandenburg
16307	Tantow	Brandenburg	Landkreis Uckermark	16307, Tantow, Landkreis Uckermark, Brandenburg
16307	Radekow	Brandenburg	Landkreis Uckermark	16307, Radekow, Landkreis Uckermark, Brandenburg
16307	Geesow	Brandenburg	Landkreis Uckermark	16307, Geesow, Landkreis Uckermark, Brandenburg
16307	Mescherin	Brandenburg	Landkreis Uckermark	16307, Mescherin, Landkreis Uckermark, Brandenburg
16307	Rosow	Brandenburg	Landkreis Uckermark	16307, Rosow, Landkreis Uckermark, Brandenburg
16307	Hohenreinkendorf	Brandenburg	Landkreis Uckermark	16307, Hohenreinkendorf, Landkreis Uckermark, Brandenburg
16307	Schönfeld	Brandenburg	Landkreis Uckermark	16307, Schönfeld, Landkreis Uckermark, Brandenburg
16321	Schönow	Brandenburg	Landkreis Barnim	16321, Schönow, Landkreis Barnim, Brandenburg
16321	Danewitz	Brandenburg	Landkreis Barnim	16321, Danewitz, Landkreis Barnim, Brandenburg
16321	Börnicke	Brandenburg	Landkreis Barnim	16321, Börnicke, Landkreis Barnim, Brandenburg
16321	Lobetal	Brandenburg	Landkreis Barnim	16321, Lobetal, Landkreis Barnim, Brandenburg
16321	Rüdnitz	Brandenburg	Landkreis Barnim	16321, Rüdnitz, Landkreis Barnim, Brandenburg
16321	Bernau	Brandenburg	Landkreis Barnim	16321, Bernau, Landkreis Barnim, Brandenburg
16321	Lindenberg	Brandenburg	Landkreis Barnim	16321, Lindenberg, Landkreis Barnim, Brandenburg
16341	Schwanebeck	Brandenburg	Landkreis Barnim	16341, Schwanebeck, Landkreis Barnim, Brandenburg
16341	Zepernick	Brandenburg	Landkreis Barnim	16341, Zepernick, Landkreis Barnim, Brandenburg
16348	Klosterfelde	Brandenburg	Landkreis Barnim	16348, Klosterfelde, Landkreis Barnim, Brandenburg
16348	Zerpenschleuse	Brandenburg	Landkreis Barnim	16348, Zerpenschleuse, Landkreis Barnim, Brandenburg
16348	Groß Schönebeck (Schorfheide)	Brandenburg	Landkreis Barnim	16348, Groß Schönebeck (Schorfheide), Landkreis Barnim, Brandenburg
16348	Marienwerder	Brandenburg	Landkreis Barnim	16348, Marienwerder, Landkreis Barnim, Brandenburg
16348	Wandlitz	Brandenburg	Landkreis Barnim	16348, Wandlitz, Landkreis Barnim, Brandenburg
16348	Prenden	Brandenburg	Landkreis Barnim	16348, Prenden, Landkreis Barnim, Brandenburg
16348	Stolzenhagen	Brandenburg	Landkreis Barnim	16348, Stolzenhagen, Landkreis Barnim, Brandenburg
16348	Ruhlsdorf	Brandenburg	Landkreis Barnim	16348, Ruhlsdorf, Landkreis Barnim, Brandenburg
16352	Schönerlinde	Brandenburg	Landkreis Barnim	16352, Schönerlinde, Landkreis Barnim, Brandenburg
16352	Schönwalde	Brandenburg	Landkreis Barnim	16352, Schönwalde, Landkreis Barnim, Brandenburg
16352	Basdorf	Brandenburg	Landkreis Barnim	16352, Basdorf, Landkreis Barnim, Brandenburg
16356	Seefeld	Brandenburg	Landkreis Barnim	16356, Seefeld, Landkreis Barnim, Brandenburg
16356	Eiche	Brandenburg	Landkreis Barnim	16356, Eiche, Landkreis Barnim, Brandenburg
16356	Hirschfelde	Brandenburg	Landkreis Barnim	16356, Hirschfelde, Landkreis Barnim, Brandenburg
16356	Wilmersdorf	Brandenburg	Landkreis Barnim	16356, Wilmersdorf, Landkreis Barnim, Brandenburg
16356	Schönfeld	Brandenburg	Landkreis Barnim	16356, Schönfeld, Landkreis Barnim, Brandenburg
16356	Mehrow	Brandenburg	Landkreis Barnim	16356, Mehrow, Landkreis Barnim, Brandenburg
16356	Blumberg	Brandenburg	Landkreis Barnim	16356, Blumberg, Landkreis Barnim, Brandenburg
16356	Ahrensfelde	Brandenburg	Landkreis Barnim	16356, Ahrensfelde, Landkreis Barnim, Brandenburg
16356	Krummensee	Brandenburg	Landkreis Barnim	16356, Krummensee, Landkreis Barnim, Brandenburg
16356	Werneuchen	Brandenburg	Landkreis Barnim	16356, Werneuchen, Landkreis Barnim, Brandenburg
16359	Biesenthal	Brandenburg	Landkreis Barnim	16359, Biesenthal, Landkreis Barnim, Brandenburg
16359	Lanke	Brandenburg	Landkreis Barnim	16359, Lanke, Landkreis Barnim, Brandenburg
16515	Nassenheide	Brandenburg	Landkreis Oberhavel	16515, Nassenheide, Landkreis Oberhavel, Brandenburg
16515	Zühlsdorf	Brandenburg	Landkreis Oberhavel	16515, Zühlsdorf, Landkreis Oberhavel, Brandenburg
16515	Zehlendorf	Brandenburg	Landkreis Oberhavel	16515, Zehlendorf, Landkreis Oberhavel, Brandenburg
16515	Schmachtenhagen	Brandenburg	Landkreis Oberhavel	16515, Schmachtenhagen, Landkreis Oberhavel, Brandenburg
16515	Neuholland	Brandenburg	Landkreis Oberhavel	16515, Neuholland, Landkreis Oberhavel, Brandenburg
16515	Wensickendorf	Brandenburg	Landkreis Oberhavel	16515, Wensickendorf, Landkreis Oberhavel, Brandenburg
16515	Oranienburg	Brandenburg	Landkreis Oberhavel	16515, Oranienburg, Landkreis Oberhavel, Brandenburg
16515	Malz	Brandenburg	Landkreis Oberhavel	16515, Malz, Landkreis Oberhavel, Brandenburg
16515	Freienhagen	Brandenburg	Landkreis Oberhavel	16515, Freienhagen, Landkreis Oberhavel, Brandenburg
16515	Friedrichsthal	Brandenburg	Landkreis Oberhavel	16515, Friedrichsthal, Landkreis Oberhavel, Brandenburg
16540	Stolpe	Brandenburg	Landkreis Oberhavel	16540, Stolpe, Landkreis Oberhavel, Brandenburg
16540	Hohen Neuendorf	Brandenburg	Landkreis Oberhavel	16540, Hohen Neuendorf, Landkreis Oberhavel, Brandenburg
16547	Birkenwerder	Brandenburg	Landkreis Oberhavel	16547, Birkenwerder, Landkreis Oberhavel, Brandenburg
16548	Glienicke/Nordbahn	Brandenburg	Landkreis Oberhavel	16548, Glienicke/Nordbahn, Landkreis Oberhavel, Brandenburg
16552	Schildow	Brandenburg	Landkreis Oberhavel	16552, Schildow, Landkreis Oberhavel, Brandenburg
16556	Borgsdorf	Brandenburg	Landkreis Oberhavel	16556, Borgsdorf, Landkreis Oberhavel, Brandenburg
16559	Kreuzbruch	Brandenburg	Landkreis Oberhavel	16559, Kreuzbruch, Landkreis Oberhavel, Brandenburg
16559	Liebenthal	Brandenburg	Landkreis Oberhavel	16559, Liebenthal, Landkreis Oberhavel, Brandenburg
16559	Liebenwalde	Brandenburg	Landkreis Oberhavel	16559, Liebenwalde, Landkreis Oberhavel, Brandenburg
16559	Hammer	Brandenburg	Landkreis Oberhavel	16559, Hammer, Landkreis Oberhavel, Brandenburg
16562	Bergfelde	Brandenburg	Landkreis Oberhavel	16562, Bergfelde, Landkreis Oberhavel, Brandenburg
16565	Lehnitz	Brandenburg	Landkreis Oberhavel	16565, Lehnitz, Landkreis Oberhavel, Brandenburg
16567	Schönfließ	Brandenburg	Landkreis Oberhavel	16567, Schönfließ, Landkreis Oberhavel, Brandenburg
16567	Mühlenbeck	Brandenburg	Landkreis Oberhavel	16567, Mühlenbeck, Landkreis Oberhavel, Brandenburg
16727	Velten	Brandenburg	Landkreis Oberhavel	16727, Velten, Landkreis Oberhavel, Brandenburg
16727	Oberkrämer	Brandenburg	Landkreis Oberhavel	16727, Oberkrämer, Landkreis Oberhavel, Brandenburg
16761	Hennigsdorf	Brandenburg	Landkreis Oberhavel	16761, Hennigsdorf, Landkreis Oberhavel, Brandenburg
16766	Oberkrämer	Brandenburg	Landkreis Oberhavel	16766, Oberkrämer, Landkreis Oberhavel, Brandenburg
16766	Kremmen	Brandenburg	Landkreis Oberhavel	16766, Kremmen, Landkreis Oberhavel, Brandenburg
16767	Germendorf	Brandenburg	Landkreis Oberhavel	16767, Germendorf, Landkreis Oberhavel, Brandenburg
16767	Leegebruch	Brandenburg	Landkreis Oberhavel	16767, Leegebruch, Landkreis Oberhavel, Brandenburg
16775	Blumenow	Brandenburg	Landkreis Oberhavel	16775, Blumenow, Landkreis Oberhavel, Brandenburg
16775	Burgwall	Brandenburg	Landkreis Oberhavel	16775, Burgwall, Landkreis Oberhavel, Brandenburg
16775	Krewelin	Brandenburg	Landkreis Oberhavel	16775, Krewelin, Landkreis Oberhavel, Brandenburg
16775	Mildenberg	Brandenburg	Landkreis Oberhavel	16775, Mildenberg, Landkreis Oberhavel, Brandenburg
16775	Barsdorf	Brandenburg	Landkreis Oberhavel	16775, Barsdorf, Landkreis Oberhavel, Brandenburg
16775	Großwoltersdorf	Brandenburg	Landkreis Oberhavel	16775, Großwoltersdorf, Landkreis Oberhavel, Brandenburg
16775	Schulzendorf	Brandenburg	Landkreis Oberhavel	16775, Schulzendorf, Landkreis Oberhavel, Brandenburg
16775	Sonnenberg	Brandenburg	Landkreis Oberhavel	16775, Sonnenberg, Landkreis Oberhavel, Brandenburg
16775	Rönnebeck	Brandenburg	Landkreis Oberhavel	16775, Rönnebeck, Landkreis Oberhavel, Brandenburg
16775	Marienthal	Brandenburg	Landkreis Oberhavel	16775, Marienthal, Landkreis Oberhavel, Brandenburg
16775	Stechlin	Brandenburg	Landkreis Oberhavel	16775, Stechlin, Landkreis Oberhavel, Brandenburg
16775	Badingen	Brandenburg	Landkreis Oberhavel	16775, Badingen, Landkreis Oberhavel, Brandenburg
16775	Tornow	Brandenburg	Landkreis Oberhavel	16775, Tornow, Landkreis Oberhavel, Brandenburg
16775	Bredereiche	Brandenburg	Landkreis Oberhavel	16775, Bredereiche, Landkreis Oberhavel, Brandenburg
16775	Kappe	Brandenburg	Landkreis Oberhavel	16775, Kappe, Landkreis Oberhavel, Brandenburg
16775	Zabelsdorf	Brandenburg	Landkreis Oberhavel	16775, Zabelsdorf, Landkreis Oberhavel, Brandenburg
16775	Löwenberger Land	Brandenburg	Landkreis Oberhavel	16775, Löwenberger Land, Landkreis Oberhavel, Brandenburg
